status,nanoclay_loading,specimen_id,frequency_Hz,STL_dB
ILLUSTRATIVE_NOT_MEASURED,2g,2g-03,500,24.304
ILLUSTRATIVE_NOT_MEASURED,2g,2g-04,500,25.58
ILLUSTRATIVE_NOT_MEASURED,2g,2g-05,500,25.86
ILLUSTRATIVE_NOT_MEASURED,2g,2g-06,500,25.769
ILLUSTRATIVE_NOT_MEASURED,2g,2g-07,500,26.063
ILLUSTRATIVE_NOT_MEASURED,2g,2g-08,500,22.451
ILLUSTRATIVE_NOT_MEASURED,2g,2g-09,500,26.641
ILLUSTRATIVE_NOT_MEASURED,2g,2g-10,500,24.356
ILLUSTRATIVE_NOT_MEASURED,2g,2g-01,1000,30.211
ILLUSTRATIVE_NOT_MEASURED,2g,2g-02,1000,33.715
ILLUSTRATIVE_NOT_MEASURED,2g,2g-03,1000,29.635
ILLUSTRATIVE_NOT_MEASURED,2g,2g-04,1000,33.175
ILLUSTRATIVE_NOT_MEASURED,2g,2g-05,1000,31.55
ILLUSTRATIVE_NOT_MEASURED,2g,2g-06,1000,33.455
ILLUSTRATIVE_NOT_MEASURED,2g,2g-07,1000,31.278
ILLUSTRATIVE_NOT_MEASURED,2g,2g-08,1000,32.386
ILLUSTRATIVE_NOT_MEASURED,2g,2g-09,1000,31.473
ILLUSTRATIVE_NOT_MEASURED,2g,2g-10,1000,33.122
ILLUSTRATIVE_NOT_MEASURED,2g,2g-01,2000,39.008
ILLUSTRATIVE_NOT_MEASURED,2g,2g-02,2000,37.887
ILLUSTRATIVE_NOT_MEASURED,2g,2g-03,2000,39.263
ILLUSTRATIVE_NOT_MEASURED,2g,2g-04,2000,37.796
ILLUSTRATIVE_NOT_MEASURED,2g,2g-05,2000,38.766
ILLUSTRATIVE_NOT_MEASURED,2g,2g-06,2000,36.814
ILLUSTRATIVE_NOT_MEASURED,2g,2g-07,2000,40.202
ILLUSTRATIVE_NOT_MEASURED,2g,2g-08,2000,36.063
ILLUSTRATIVE_NOT_MEASURED,2g,2g-09,2000,35.761
ILLUSTRATIVE_NOT_MEASURED,2g,2g-10,2000,39.441
ILLUSTRATIVE_NOT_MEASURED,2g,2g-01,4000,45.268
ILLUSTRATIVE_NOT_MEASURED,2g,2g-02,4000,43.1
ILLUSTRATIVE_NOT_MEASURED,2g,2g-03,4000,44.869
ILLUSTRATIVE_NOT_MEASURED,2g,2g-04,4000,42.722
ILLUSTRATIVE_NOT_MEASURED,2g,2g-05,4000,42.026
ILLUSTRATIVE_NOT_MEASURED,2g,2g-06,4000,44.941
ILLUSTRATIVE_NOT_MEASURED,2g,2g-07,4000,40.775
ILLUSTRATIVE_NOT_MEASURED,2g,2g-08,4000,40.496
ILLUSTRATIVE_NOT_MEASURED,2g,2g-09,4000,43.654
ILLUSTRATIVE_NOT_MEASURED,2g,2g-10,4000,44.15
